date,average_UF_minus_FINE,max_UF_minus_FINE,min_UF_minus_FINE,p25_UF_minus_FINE,p50_UF_minus_FINE,p75_UF_minus_FINE
12/21/2023,10.44080524,18.944092,3.9033203,5.5300293,11.172119,14.021484
12/22/2023,375.1451253,2062.809,0.30212402,12.04669188,147.279905,545.353905
12/23/2023,9.750674673,50.44043,0.005371094,3.06201175,6.43237315,12.4094695
12/24/2023,32.1297842,169.32861,0.48999023,10.3746035,25.6026615,44.00692875
12/25/2023,42.10335879,245.25647,0.14187622,5.3017578,17.2514955,35.378784
12/26/2023,401.1422836,7146.267,2.213379,33.13201925,75.850005,154.3696625
12/27/2023,28.68912446,139.3985,0.032928467,6.8434753,21.724243,42.381317
12/28/2023,17.77763999,63.92102,0.10040283,6.3549195,13.237396,25.18548575
12/29/2023,506.3796879,2212.846,1.2084961,40.845825,121.3219,826.7312
12/30/2023,248.0071185,4056.2964,2.772461,23.48950175,52.4492185,117.888305
