date,average_UF_minus_FINE,max_UF_minus_FINE,min_UF_minus_FINE,p25_UF_minus_FINE,p50_UF_minus_FINE,p75_UF_minus_FINE
10/6/2023,148.6922044,4251.8115,0.171875,12.496704,32.369873,50.366333
10/7/2023,601.4164157,3031.2803,0.23876953,100.044555,517.85011,906.207765
10/8/2023,812.8560189,1765.0513,17.08252,292.618285,768.1328,1378.203275
10/10/2023,246.3805152,3072.724,0.3059082,8.341553,46.95874,254.38232
10/11/2023,27.78432299,613.90967,0.21948242,5.1345215,9.871826,14.95752
10/12/2023,19.39291123,1015.3991,0.02331543,4.9755859,8.565674,14.715027
10/13/2023,155.3048693,1111.2996,1.1818848,22.621201,40.5153195,188.58978
10/14/2023,54.67576885,278.2868,5.862152,20.2911225,34.50891,57.4517515
10/15/2023,31.32713069,358.3319,0.32592773,10.17570475,22.680664,45.7398685
10/16/2023,319.9511437,2125.1035,2.4277344,31.9747325,119.921783,379.5521
10/17/2023,110.7279432,508.28906,0.11376953,17.140747,58.2763675,107.4305425
10/18/2023,246.5606932,2015.5532,2.09375,52.73999,76.13086,447.59326
10/19/2023,342.2325226,5006.4355,3.4372559,37.173828,169.6167,426.03491
10/20/2023,298.4781065,2561.1226,1.9716797,39.322876,85.84473,429.38794
10/21/2023,174.7701586,1304.3921,0.7854004,29.120239,60.069336,157.6022375
10/22/2023,62.4128319,366.0747,1.7729492,18.6725465,34.430297,74.633545
10/23/2023,34.1717647,118.771484,0.66186523,14.80645725,27.1445315,45.930725
10/24/2023,30.26434655,194.36548,0.025634766,14.3033445,23.515198,34.657075
10/25/2023,37.58831782,189.76978,0.04168701,9.2047725,27.567017,53.4704585
10/26/2023,38.69623306,137.01953,0.017333984,14.96383675,25.121826,39.72808825
10/27/2023,64.30717787,718.7879,0.09454346,16.697632,47.488403,73.0686025
10/28/2023,16.58032695,43.347412,0.03643799,8.424957625,16.321106,23.31970225
10/29/2023,26.64045387,59.937805,1.0135498,16.270203,24.2069395,38.49345375
10/30/2023,46.10563294,137.92102,1.8502808,20.920502,34.291626,62.8114625
10/31/2023,302.6173814,1271.7227,0.2902832,52.6201785,142.969725,438.8054225
11/1/2023,269.3957828,2476.0034,1.6254883,37.131225,117.255373,301.16558
11/2/2023,263.2586235,972.71045,0.671875,33.451904,164.41016,431.31396
11/3/2023,200.9060811,2655.9526,0.040527344,95.27368,148.42822,254.17627
11/4/2023,51.20441557,129.46606,5.1484375,26.891602,40.707275,73.19824
11/5/2023,20.46080972,86.12378,1.2358398,4.510254,17.11792,25.71753
11/6/2023,31.82419754,89.348145,0.110839844,18.2506105,32.674195,46.5590225
11/7/2023,132.430225,763.8584,0.9589844,19.772705,58.31006,179.480715
11/8/2023,207.4102298,3857.5552,0.088256836,23.155762,58.81665,119.21582
11/9/2023,302.7681174,1537.0757,2.586914,68.5153825,143.264405,335.3217825
11/10/2023,367.9798759,2909.2334,3.3693848,77.518187,185.4978,334.805425
11/11/2023,71.46078069,296.63428,0.049560547,12.7469485,32.898926,94.84253
11/12/2023,112.1242703,361.3711,0.36572266,27.368408,61.70227,170.0772725
11/13/2023,175.6851375,972.2998,1.1230469,88.15222125,119.906985,167.901185
11/14/2023,55.06285096,311.6267,0.3564453,11.909912,24.177246,79.837036
11/15/2023,32.31102448,156.07812,0.05883789,12.9396975,26.9467775,49.2802125
11/16/2023,18.04937982,54.04297,0.767334,7.6101074,14.365723,26.68872
11/17/2023,286.3610042,1220.5269,1.0888672,34.28772,128.27979,441.542965
11/18/2023,343.8988292,2593.102,0.40893555,33.663574,80.333985,385.9364575
11/19/2023,7.825195262,22.158691,0.7944336,1.606079075,5.0816651,10.607605
11/20/2023,38.08801873,177.77954,0.5777588,4.516601625,18.6115115,50.014527
11/21/2023,538.7611641,3465.3696,4.070801,99.032715,293.562,812.19042
11/22/2023,273.1662043,1163.0361,4.8813477,42.62780775,109.730835,469.0769075
11/23/2023,100.4777141,347.0254,1.5876465,60.01941,95.123535,128.85791
11/24/2023,419.8724115,2046.002,0.12963867,12.52935825,27.9708255,627.73045
11/25/2023,33.46296514,76.49512,3.6745605,17.6276855,35.54004,47.790649
11/26/2023,394.8202621,3654.81,0.54003906,13.4243775,73.776855,262.74781
11/27/2023,515.1852407,1708.9355,0.9604492,112.44678,446.67773,733.48145
11/28/2023,92.29291611,337.79785,0.59277344,45.858887,82.10156,112.984865
11/29/2023,241.1646974,4009.5674,0.46191406,29.0430905,94.31836,227.757325
11/30/2023,26.12228706,53.629883,2.6433105,8.564453,26.46582,39.32617
12/1/2023,189.9301788,1234.5315,1.3087158,4.965759325,11.8657225,103.2394095
12/2/2023,8.026062111,29.980103,0.15942383,1.223266613,4.06134035,14.4818115
12/3/2023,182.5658576,1216.8262,0.037353516,22.861938,94.99365,319.5298
12/4/2023,231.2410736,2061.1064,1.3640137,47.6009535,105.738525,234.3482675
12/5/2023,446.9865547,1952.4053,25.45996,76.03003,235.51416,684.70387
12/6/2023,177.1216813,660.3208,53.933105,97.454225,120.839355,217.8949575
12/7/2023,63.43371201,161.8313,17.882568,45.674805,58.117188,72.35205
12/8/2023,81.69499287,943.6349,0.8354492,42.5357055,74.19702,110.96411
12/9/2023,651.0451729,2388.588,14.8029785,53.851806,474.4474,940.26355
12/10/2023,410.9495531,3372.4734,82.04492,182.9787575,236.42529,394.8366725
12/11/2023,278.9857393,2315.599,16.238281,64.729858,117.961914,385.52198
12/12/2023,121.5918562,781.1904,18.52832,65.8936175,95.046385,143.92236
12/13/2023,61.98146023,221.5835,0.24487305,21.8443605,45.891357,86.11377
12/14/2023,102.1743318,3614.2002,0.0625,24.2919315,51.8050535,96.334778
12/15/2023,20.3939784,641.38525,0.020019531,3.9411621,9.624756,15.6519775
12/16/2023,228.2982411,1347.5806,0.06335449,10.1411745,91.606445,278
12/17/2023,76.70840623,623.7012,3.5236816,29.859375,48.72583,74.6452625
12/18/2023,683.016557,3543.1235,2.668213,32.2613525,260.7129,879.72168
12/19/2023,202.7172549,893.9746,6.676758,82.0073225,146.64148,188.78204
12/20/2023,12.63759612,41.33618,0.08154297,3.6572876,7.1738282,22.904175
